,Unnamed: 0,Unnamed: 0.1,UNIQUEKEY,APPLICATIONTYPE,APPLICATIONTYPE.1,APPLICATIONSTARTDATE,WORKTYPE,WORKTYPEDESCRIPTION,APPLICATIONFINALIZEDDATE,PARKINGMETERPOSTINGORBAGGING,XCOORDINATE,YCOORDINATE,LATITUDE,LONGITUDE,LOCATION,STREETCLOSURE,STREETNUMBERFROM,STREETNUMBERTO,DIRECTION,STREETNAME
83471,330435,330435,45925918362,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1149451.0,1861133.0,41.774863169,-87.72769006200001,"(41.77486316892554, -87.72769006239025)",Full,6500.0,6599.0,S,KEELER
83481,330464,330464,46248921879,DOT_SE,DOT_SE,10/31/2015,BlockParty,Block Party,11/01/2015,,1164034.0,1934291.0,41.975322914,-87.67216326399998,"(41.97532291425338, -87.67216326441344)",Full,1700.0,1759.0,W,WINONA
83502,330570,330570,46173721038,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1150990.0,1900986.0,41.884195977,-87.72100668700001,"(41.88419597738528, -87.72100668742729)",Full,3800.0,3899.0,W,MAYPOLE
83514,330597,330597,45819017205,DOT_SE,DOT_SE,09/07/2015,BlockParty,Block Party,09/08/2015,,1181544.0,1829522.0,41.687439013,-87.611013625,"(41.68743901262964, -87.611013625143)",Full,500.0,599.0,E,114TH
83515,330599,330599,46265222045,DOT_SE,DOT_SE,10/24/2015,BlockParty,Block Party,10/25/2015,,1163749.0,1937580.0,41.984352025,-87.673120846,"(41.98435202497282, -87.6731208461902)",Full,1742.0,1799.0,W,OLIVE
83553,330715,330715,45980618936,DOT_SE,DOT_SE,07/29/2015,BlockParty,Block Party,07/30/2015,,1157641.0,1901927.0,41.88664623,-87.69655813600002,"(41.88664623029924, -87.69655813600897)",Full,2800.0,2899.0,W,FULTON
83612,331005,331005,46182721134,DOT_SE,DOT_SE,10/31/2015,BlockParty,Block Party,11/01/2015,,1165166.0,1940977.0,41.9936448,-87.667812385,"(41.99364480025862, -87.6678123849824)",Full,1500.0,1599.0,W,HOOD
83640,331165,331165,45784816852,DOT_SE,DOT_SE,05/22/2015,BlockParty,Block Party,05/23/2015,,1170554.0,1905109.0,41.895104716999995,-87.64904418100002,"(41.895104716507745, -87.64904418122853)",Full,700.0,799.0,N,GREEN
83659,331256,331256,46175021054,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1173656.0,1875742.0,41.814449693,-87.63852299,"(41.81444969343864, -87.63852298965682)",Full,4400.0,4499.0,S,NORMAL
83730,331545,331545,46096520209,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1151178.0,1896470.0,41.871799736999996,-87.72043540600002,"(41.87179973724777, -87.72043540563719)",Full,3800.0,3899.0,W,LEXINGTON
83739,331578,331578,45923618340,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1159983.0,1878018.0,41.820989391,-87.688616574,"(41.820989390872064, -87.68861657353116)",Full,4000.0,4099.0,S,MAPLEWOOD
83820,331920,331920,46017819356,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1164199.0,1858278.0,41.766731856999996,-87.67370397299999,"(41.766731857122615, -87.67370397281458)",Full,2000.0,2099.0,W,70TH
83846,332051,332051,46089720140,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1190223.0,1841608.0,41.720400014,-87.57885363700001,"(41.72040001383393, -87.57885363721995)",Full,9600.0,9699.0,S,VAN VLISSINGEN
83873,332133,332133,45711516097,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1157815.0,1921505.0,41.940367085,-87.69538385,"(41.940367085439235, -87.69538384979623)",Full,2700.0,2799.0,W,MELROSE
83917,332316,332316,46054119747,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1139203.0,1917781.0,41.930506419000004,-87.76388253200001,"(41.930506418811, -87.76388253243489)",Full,5500.0,5599.0,W,PARKER
83939,332425,332425,46042519622,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1170128.0,1917515.0,41.929156038,-87.650244787,"(41.92915603823008, -87.65024478722485)",Full,2600.0,2650.0,N,DAYTON
84007,332725,332725,46152020797,DOT_SE,DOT_SE,09/11/2015,BlockParty,Block Party,09/12/2015,,1151875.0,1929636.0,41.962796323,-87.717002131,"(41.96279632297438, -87.71700213095586)",Full,3533.0,3559.0,W,SUNNYSIDE
84082,333025,333025,46053019736,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1129286.0,1910558.0,41.910861068,-87.800488246,"(41.91086106754184, -87.80048824570747)",Full,1700.0,1799.0,N,SAYRE
84134,333226,333226,45793316943,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1175967.0,1851883.0,41.748928641,-87.630763615,"(41.74892864051166, -87.63076361492662)",Full,8000.0,8099.0,S,YALE
84160,333388,333388,46001619169,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1159462.0,1908596.0,41.904910078,-87.689685429,"(41.904910077685365, -87.68968542939066)",Full,1300.0,1358.0,N,CAMPBELL
84167,333409,333409,46079320029,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1144831.0,1903938.0,41.892415074,-87.74354869700001,"(41.89241507428722, -87.74354869710217)",Full,4700.0,4799.0,W,ERIE
84169,333417,333417,618745245855,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1130315.0,1917823.0,41.930779063,-87.796542267,"(41.93077906342031, -87.79654226680485)",Curblane,2759.0,2759.0,N,NEWCASTLE
84179,333450,333450,618485245759,DOT_PWO,DOT_PWO,12/21/2015,GenOpening,Opening in the Public Way,,,1152426.0,1886116.0,41.843363376,-87.71612460799999,"(41.84336337577822, -87.71612460833018)",Curblane,2632.0,2632.0,S,MILLARD
84228,333634,333634,45910818204,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1173234.0,1831880.0,41.694097260999996,-87.641368205,"(41.69409726087631, -87.64136820545788)",Full,11000.0,11099.0,S,EMERALD
84231,333649,333649,45888717974,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1142095.0,1908213.0,41.904197817,-87.753490611,"(41.9041978165847, -87.7534906114099)",Full,5100.0,5199.0,W,POTOMAC
84271,333799,333799,45846517506,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1183396.0,1835485.0,41.703759127,-87.604050964,"(41.70375912687973, -87.6040509638742)",Full,10500.0,10599.0,S,CORLISS
84280,333843,333843,45999219140,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1142621.0,1933883.0,41.974628039,-87.75091931799999,"(41.974628038762255, -87.75091931841627)",Full,4900.0,4970.0,W,WINONA
84309,334001,334001,612782243046,DOT_PWO,DOT_PWO,12/07/2015,GenOpening,Opening in the Public Way,,,1160812.0,1884639.0,41.839139331999995,-87.685393588,"(41.839139331694184, -87.68539358845226)",Full,2400.0,2601.0,W,31ST
84320,334043,334043,619337246152,DOT_PWO,DOT_PWO,12/26/2015,GenOpening,Opening in the Public Way,,,1162832.0,1907224.0,41.901073874,-87.677345912,"(41.90107387387168, -87.6773459122158)",Curblane,1050.0,1050.0,N,DAMEN
84373,334265,334265,618626245874,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1160545.0,1860962.0,41.774172985999996,-87.68702539700001,"(41.77417298630158, -87.68702539659672)",Sidewalk,6547.0,6547.0,S,MAPLEWOOD
84377,334274,334274,46178021087,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1158341.0,1949059.0,42.015964394,-87.692692792,"(42.015964393554526, -87.69269279184304)",Full,2500.0,2556.0,W,JARVIS
84414,334402,334402,45775816762,DOT_SE,DOT_SE,08/02/2015,BlockParty,Block Party,08/03/2015,,1153800.0,1931903.0,41.968979935,-87.709860945,"(41.96897993523104, -87.70986094501299)",Full,4816.0,4899.0,N,SAWYER
84450,334530,334530,45653515519,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1167855.0,1845657.0,41.732021759,-87.660667503,"(41.73202175949406, -87.66066750347481)",Full,8900.0,8999.0,S,LAFLIN
84460,334574,334574,46071519928,DOT_SE,DOT_SE,08/09/2015,BlockParty,Block Party,08/10/2015,,1164876.0,1857557.0,41.764739479,-87.67124548700001,"(41.7647394789059, -87.67124548702826)",Full,7100.0,7199.0,S,WOLCOTT
84492,334704,334704,46125820527,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1150098.0,1861811.0,41.776711514,-87.725299326,"(41.77671151441125, -87.72529932579104)",Full,6400.0,6459.0,S,KARLOV
84546,334887,334887,45663015613,DOT_SE,DOT_SE,05/31/2015,BlockParty,Block Party,06/01/2015,,1164365.0,1922334.0,41.9425041,-87.671288266,"(41.9425041003436, -87.67128826551966)",Full,1700.0,1799.0,W,HENDERSON
84578,335016,335016,5937662699,DOT_OCC,DOT_OCC,03/01/2015,StClosure,Street Closure,12/07/2015,,1195726.0,1819327.0,41.65912619,-87.55943274200001,"(41.65912618993175, -87.55943274194281)",Full,13000.0,13000.0,S,TORRENCE
84624,335215,335215,45805417063,DOT_SE,DOT_SE,08/23/2015,BlockParty,Block Party,08/24/2015,,1155125.0,1947947.0,42.012979745,-87.704555646,"(42.012979745056306, -87.70455564560744)",Full,3000.0,3099.0,W,JARLATH
84643,335284,335284,46231721693,DOT_SE,DOT_SE,10/03/2015,BlockParty,Block Party,10/05/2015,,1166285.0,1943848.0,42.001498608,-87.663610334,"(42.001498607585326, -87.66361033404576)",Full,1300.0,1350.0,W,LOYOLA
84663,335371,335371,46139320667,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1135057.0,1864040.0,41.783106539,-87.780389676,"(41.78310653881193, -87.7803896764832)",Full,6000.0,6059.0,S,MULLIGAN
84664,335378,335378,613861243330,DOT_PWO,DOT_PWO,12/09/2015,GenOpening,Opening in the Public Way,,,1157891.0,1924105.0,41.947499101,-87.69503406700001,"(41.947499101313255, -87.69503406746414)",Curblane,3626.0,3628.0,N,TALMAN
84676,335435,335435,45750516508,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1173317.0,1829230.0,41.68682464,-87.641140461,"(41.686824640487295, -87.64114046079482)",Full,11400.0,11499.0,S,EMERALD
84687,335468,335468,46145920734,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1155508.0,1894507.0,41.86632797,-87.70459058600002,"(41.86632796993531, -87.7045905856742)",Full,1200.0,1299.0,S,TROY
84748,335715,335715,45962818756,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1165342.0,1890420.0,41.854910437,-87.668602975,"(41.85491043733128, -87.66860297465028)",Full,1701.0,1799.0,W,CULLERTON
84753,335738,335738,615879244461,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1194301.0,1850384.0,41.744383135,-87.56362999,"(41.74438313545898, -87.56362999034583)",Curblane,2501.0,2501.0,E,83RD
84759,335765,335765,6205022384,DOT_PWO,DOT_PWO,12/31/2015,Restorat,Restoration,,,1168823.0,1918506.0,41.931903841,-87.65501140399998,"(41.93190384082776, -87.65501140369798)",Curblane,2769.0,2790.0,N,KENMORE
84805,335941,335941,45732716324,DOT_SE,DOT_SE,05/25/2015,BlockParty,Block Party,05/26/2015,,1174493.0,1884656.0,41.838893404000004,-87.635188391,"(41.83889340351093, -87.63518839054412)",Full,3025.0,3099.0,S,SHIELDS
84808,335950,335950,45976418892,DOT_SE,DOT_SE,09/19/2015,BlockParty,Block Party,09/20/2015,,1152376.0,1923743.0,41.946617436,-87.715315657,"(41.9466174361719, -87.71531565728051)",Full,3600.0,3659.0,N,ST LOUIS
84815,335966,335966,46179821105,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1155701.0,1887852.0,41.848060902,-87.70406041700001,"(41.84806090192824, -87.70406041704688)",Full,2400.0,2499.0,S,TROY
84841,336083,336083,46177921086,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1152132.0,1860942.0,41.774288075,-87.71786674399998,"(41.77428807547795, -87.71786674408446)",Full,3800.0,3859.0,W,65TH
84867,336201,336201,46040019591,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1164734.0,1839698.0,41.715733934,-87.672266201,"(41.71573393448725, -87.67226620137478)",Full,2000.0,2099.0,W,98TH
84887,336270,336270,45713316115,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1165795.0,1860230.0,41.772054894,-87.667801619,"(41.772054893559094, -87.6678016190132)",Full,6700.0,6799.0,S,HERMITAGE
84893,336300,336300,45922218323,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1174894.0,1833242.0,41.697797357,-87.63524726899998,"(41.69779735707234, -87.63524726947482)",Full,459.0,699.0,W,108TH
84905,336334,336334,614318243567,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1134641.0,1915100.0,41.92323143,-87.780707512,"(41.92323143031962, -87.78070751227601)",Curblane,2350.0,2350.0,N,MELVINA
84938,336497,336497,616279244728,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1178323.0,1842740.0,41.723784669000004,-87.622405841,"(41.72378466934, -87.62240584080642)",Curblane,9354.0,9354.0,S,WABASH
84944,336519,336519,45649215477,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1153157.0,1853200.0,41.753022977,-87.71431361200001,"(41.7530229766949, -87.7143136119224)",Full,3700.0,3799.0,W,77TH
85028,336869,336869,618210245555,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1173572.0,1864819.0,41.784479061999996,-87.63915663,"(41.78447906203893, -87.63915662984053)",Sidewalk,538.0,538.0,W,60TH
85086,337144,337144,616475244823,DOT_PWO,DOT_PWO,12/16/2015,GenOpening,Opening in the Public Way,,,1164034.0,1832805.0,41.696833497,-87.675024616,"(41.69683349743373, -87.6750246157572)",Curblane,2122.0,2122.0,W,108TH
85126,337299,337299,61561870450,DOT_OCC,DOT_OCC,12/16/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",12/17/2015,,1175367.0,1903334.0,41.890126147,-87.63142133,"(41.890126146565805, -87.63142132971059)",Partial,106.0,144.0,W,HUBBARD
85135,337327,337327,46189621215,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1141806.0,1941539.0,41.995652951,-87.75372464600002,"(41.99565295114455, -87.75372464646667)",Full,6300.0,6359.0,N,LENOX
85142,337379,337379,612860242885,DOT_PWO,DOT_PWO,12/10/2015,GenOpening,Opening in the Public Way,,,1152192.0,1921303.0,41.939925592,-87.716057338,"(41.93992559177491, -87.71605733822105)",Curblane,3223.0,3223.0,N,DRAKE
85196,337562,337562,617891245520,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1156808.0,1863866.0,41.782218743,-87.700645889,"(41.78221874333026, -87.70064588949505)",Sidewalk,6113.0,6113.0,S,ALBANY
85212,337598,337598,45935118458,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1148863.0,1905188.0,41.895767659,-87.72870740100002,"(41.89576765883476, -87.72870740067968)",Full,812.0,857.0,N,KARLOV
85218,337630,337630,45995419100,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,,,,,,Full,10600.0,10699.0,W,106TH
85264,337848,337848,45941318528,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1140648.0,1916794.0,41.927772251,-87.75859525799999,"(41.92777225063561, -87.75859525819678)",Full,2601.0,2699.0,N,LOCKWOOD
85424,338450,338450,45902118115,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1181697.0,1860037.0,41.771171527,-87.609513583,"(41.77117152668855, -87.60951358326973)",Full,6800.0,6899.0,S,CHAMPLAIN
85456,338586,338586,46199721328,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1161267.0,1856145.0,41.760939879,-87.684510463,"(41.76093987918916, -87.68451046328764)",Full,7300.0,7399.0,S,ARTESIAN
85490,338726,338726,45796416974,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1174190.0,1822619.0,41.668662762,-87.638141872,"(41.66866276205905, -87.6381418723241)",Full,12400.0,12499.0,S,LOWE
85504,338780,338780,45857117631,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1154688.0,1924466.0,41.948553047,-87.706796831,"(41.94855304691249, -87.70679683104717)",Full,3700.0,3799.0,N,TROY
85505,338782,338782,45978818918,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1142203.0,1869614.0,41.798274252,-87.754050761,"(41.79827425219478, -87.75405076088231)",Full,5200.0,5258.0,S,LATROBE
85569,338998,338998,617266245216,DOT_PWO,DOT_PWO,12/21/2015,GenOpening,Opening in the Public Way,,,1153868.0,1912801.0,41.916560324,-87.71012394700001,"(41.916560324323044, -87.71012394727236)",Curblane,1935.0,1935.0,N,SPAULDING
85581,339052,339052,618173245659,DOT_PWO,DOT_PWO,12/21/2015,GenOpening,Opening in the Public Way,,,1152891.0,1904154.0,41.89285128,-87.713941962,"(41.89285128046923, -87.71394196215033)",Curblane,632.0,632.0,N,ST LOUIS
85615,339193,339193,46065019858,DOT_SE,DOT_SE,07/30/2015,BlockParty,Block Party,07/31/2015,,1140065.0,1906819.0,41.900409591,-87.760980983,"(41.90040959130099, -87.76098098269561)",Full,1100.0,1199.0,N,LONG
85618,339204,339204,46146420739,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1147014.0,1900571.0,41.883135861999996,-87.73561944299999,"(41.88313586217782, -87.73561944307313)",Full,4401.0,4499.0,W,WEST END
85642,339299,339299,46001919172,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1148783.0,1885685.0,41.842252055,-87.72950762200001,"(41.84225205532471, -87.72950762176859)",Full,2700.0,2759.0,S,KEELER
85663,339379,339379,46214921498,DOT_SE,DOT_SE,09/19/2015,BlockParty,Block Party,09/20/2015,,1160614.0,1832213.0,41.69527966,-87.687564379,"(41.695279660052336, -87.6875643790511)",Full,10900.0,10998.0,S,TALMAN
85667,339390,339390,45735716354,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1168554.0,1844375.0,41.728487403,-87.65814369700001,"(41.72848740334714, -87.65814369661942)",Full,9100.0,9199.0,S,LOOMIS
85668,339393,339393,620474246746,DOT_PWO,DOT_PWO,12/30/2015,GenOpening,Opening in the Public Way,,,1142897.0,1903054.0,41.89002616,-87.75067397299999,"(41.89002616033183, -87.75067397277593)",Curblane,522.0,522.0,N,LAVERGNE
85691,339474,339474,46144020714,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1177121.0,1823346.0,41.670591279,-87.627389715,"(41.67059127863542, -87.62738971543399)",Full,12300.0,12359.0,S,WENTWORTH
85695,339497,339497,45883517912,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1158167.0,1832825.0,41.697009353,-87.69650448700001,"(41.69700935291946, -87.69650448713644)",Full,10800.0,10899.0,S,SACRAMENTO
85715,339563,339563,46010319266,DOT_SE,DOT_SE,08/09/2015,BlockParty,Block Party,08/10/2015,,1148000.0,1913654.0,41.91901732,-87.731660725,"(41.91901731989352, -87.7316607246467)",Full,2100.0,2156.0,N,KEELER
85752,339694,339694,46088920132,DOT_SE,DOT_SE,08/06/2015,BlockParty,Block Party,08/07/2015,,1195844.0,1853083.0,41.751753132,-87.55788921,"(41.75175313226484, -87.55788920971194)",Full,7900.0,7999.0,S,MANISTEE
85783,339797,339797,45698615968,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1173854.0,1833223.0,41.697768351,-87.63905839600002,"(41.697768351011874, -87.63905839572574)",Full,10800.0,10900.0,S,LOWE
85797,339846,339846,45931518417,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1148028.0,1852920.0,41.752353537,-87.733117401,"(41.75235353665875, -87.73311740055671)",Full,7716.0,7855.0,S,KENNETH
85820,339951,339951,46186921187,DOT_SE,DOT_SE,09/06/2015,BlockParty,Block Party,09/07/2015,,1150751.0,1850913.0,41.74679256,-87.72318960700001,"(41.746792560056065, -87.72318960740971)",Full,8024.0,8024.0,S,KOMENSKY
85830,339993,339993,618702245851,DOT_PWO,DOT_PWO,12/28/2015,GenOpening,Opening in the Public Way,,,1157172.0,1906215.0,41.898423129,-87.698162855,"(41.898423128767625, -87.69816285452978)",Curblane,910.0,910.0,N,MOZART
85835,340022,340022,46096420208,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1151978.0,1866579.0,41.789760571,-87.71828336200001,"(41.78976057095534, -87.71828336169119)",Full,3800.0,3859.0,W,57TH
85848,340077,340077,6133633357,DOT_OCC,DOT_OCC,12/11/2015,StClosure,Street Closure,,,1172677.0,1903818.0,41.891514687,-87.641285916,"(41.89151468719092, -87.64128591570774)",Full,500.0,600.0,W,GRAND
85857,340105,340105,46034119524,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1153484.0,1857992.0,41.766164729,-87.71298867,"(41.766164728596976, -87.71298866958071)",Full,3600.0,3659.0,W,70TH
85870,340172,340172,616067244626,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1174770.0,1868307.0,41.794024518,-87.63466010799999,"(41.79402451836643, -87.63466010811472)",Curblane,343.0,401.0,W,GARFIELD
85896,340256,340256,617573245319,DOT_PWO,DOT_PWO,12/30/2015,GenOpening,Opening in the Public Way,,,1161323.0,1931901.0,41.968821254,-87.682200889,"(41.968821253748864, -87.68220088853327)",Curblane,2112.0,2112.0,W,LAWRENCE
85962,340501,340501,45726016258,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1156333.0,1925153.0,41.950405075,-87.70073119899997,"(41.950405075213254, -87.70073119890992)",Full,3800.0,3899.0,N,FRANCISCO
85972,340544,340544,45670615687,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1158027.0,1912531.0,41.915736393,-87.69485122200001,"(41.91573639298072, -87.69485122236932)",Full,1900.0,1922.0,N,WASHTENAW
85982,340581,340581,46177321080,DOT_SE,DOT_SE,10/31/2015,BlockParty,Block Party,11/01/2015,,1160807.0,1835953.0,41.70554,-87.686755269,"(41.70553999976568, -87.68675526904376)",Full,2600.0,2632.0,W,103RD
86075,340942,340942,45720216183,DOT_SE,DOT_SE,08/16/2015,BlockParty,Block Party,08/17/2015,,1154541.0,1904512.0,41.893803103,-87.707873588,"(41.89380310257148, -87.70787358847667)",Full,700.0,799.0,N,SAWYER
86112,341088,341088,45812417138,DOT_SE,DOT_SE,05/31/2015,BlockParty,Block Party,06/01/2015,,1161781.0,1862764.0,41.779091629,-87.682444045,"(41.779091628603105, -87.68244404453392)",Full,6300.0,6399.0,S,CLAREMONT
86120,341123,341123,616257244726,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1185366.0,1819419.0,41.659626286,-87.597338647,"(41.65962628601503, -87.59733864718791)",Curblane,1008.0,1008.0,E,130TH
86161,341336,341336,46146820743,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1148134.0,1850141.0,41.744726911,-87.732798754,"(41.744726910881994, -87.73279875388667)",Full,8129.0,8175.0,S,KENNETH
86177,341403,341403,46115120409,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1148416.0,1911009.0,41.911750895,-87.730201382,"(41.91175089539233, -87.73020138213681)",Full,1700.0,1754.0,N,KEDVALE
86181,341435,341435,46045519660,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1172809.0,1846501.0,41.734229002,-87.64249509,"(41.73422900228181, -87.64249508996127)",Full,8800.0,8845.0,S,EMERALD
86251,341688,341688,45763716639,DOT_SE,DOT_SE,05/23/2015,BlockParty,Block Party,05/24/2015,,1173963.0,1852489.0,41.750634567,-87.63808895700001,"(41.750634566649666, -87.63808895739534)",Full,7900.0,7999.0,S,PARNELL
86271,341785,341785,615864244475,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1148775.0,1870582.0,41.800805811,-87.729923552,"(41.80080581054882, -87.72992355229053)",Curblane,5114.0,5114.0,S,ARCHER
86299,341897,341897,45933618441,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1137698.0,1923069.0,41.945044359,-87.76928277100002,"(41.945044359278626, -87.76928277124007)",Full,5700.0,5899.0,W,EDDY
86302,341906,341906,45785516859,DOT_SE,DOT_SE,06/13/2015,BlockParty,Block Party,06/14/2015,,1159368.0,1888346.0,41.849341560999996,-87.69058889200001,"(41.84934156102706, -87.69058889151633)",Full,2600.0,2699.0,W,23RD
86347,342075,342075,46058219788,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1153278.0,1891124.0,41.857087766,-87.712865636,"(41.857087766394514, -87.71286563572171)",Full,1800.0,1899.0,S,ST LOUIS
86385,342241,342241,45954118659,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1137515.0,1894613.0,41.866962389,-87.770642223,"(41.8669623891301, -87.77064222290419)",Full,1110.0,1199.0,S,MONITOR
86418,342369,342369,46186421180,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1201454.0,1837900.0,41.709949428,-87.53784386299999,"(41.709949427519334, -87.53784386347941)",Full,10200.0,10256.0,S,AVENUE M
86450,342517,342517,46238121771,DOT_SE,DOT_SE,09/26/2015,BlockParty,Block Party,09/27/2015,,1160320.0,1830877.0,41.691621395,-87.688676988,"(41.69162139515591, -87.6886769880237)",Full,11100.0,11198.0,S,WASHTENAW
86479,342625,342625,45841717458,DOT_SE,DOT_SE,07/19/2015,BlockParty,Block Party,07/20/2015,,1167198.0,1829188.0,41.686841320999996,-87.66354431399998,"(41.686841320808966, -87.66354431407692)",Full,1700.0,1799.0,W,STEUBEN
86501,342733,342733,614821244074,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1154820.0,1931197.0,41.967020724,-87.70613244200001,"(41.96702072408012, -87.70613244165662)",Curblane,4710.0,4710.0,N,ALBANY
86542,342885,342885,45630815290,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1151794.0,1849626.0,41.743241304,-87.71939974899998,"(41.74324130406221, -87.71939974890442)",Full,3900.0,3999.0,W,82ND
86583,343010,343010,615901244489,DOT_PWO,DOT_PWO,12/17/2015,GenOpening,Opening in the Public Way,,,1158491.0,1919465.0,41.934754057,-87.692953512,"(41.93475405720734, -87.69295351248942)",Curblane,2926.0,2926.0,N,ROCKWELL
86587,343022,343022,614694244096,DOT_PWO,DOT_PWO,12/16/2015,GenOpening,Opening in the Public Way,,,1175319.0,1903332.0,41.890123938,-87.631596659,"(41.89012393802728, -87.63159665930549)",Sidewalk,110.0,110.0,W,HUBBARD
