,issue_date,violation_code,geocoded_lng,geocoded_lat,street_num,street_dir,street_name,zipcode,upper_streetname,applicationfinalizeddate,applicationstartdate,latitude,longitude,streetclosure,streetnumberfrom,streetnumberto,worktype,worktypedescription
7129733,2018-03-25 14:08:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7129760,2018-03-26 18:43:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7129814,2018-03-30 13:18:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7129895,2018-04-02 20:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7129949,2018-04-03 18:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7130084,2018-04-07 15:28:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7130165,2018-04-08 22:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7130354,2018-04-18 09:36:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7130813,2018-04-30 12:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7130921,2018-05-02 14:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7130948,2018-05-02 14:16:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7131110,2018-05-12 14:12:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133324,2017-07-19 10:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133378,2017-07-26 12:41:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133405,2017-07-26 12:44:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133432,2017-07-26 14:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133459,2017-07-28 12:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133486,2017-07-29 21:43:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133513,2017-07-31 13:39:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133540,2017-07-31 13:50:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133567,2017-07-31 14:09:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133594,2017-07-31 14:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133621,2017-08-01 13:55:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133648,2017-08-01 14:09:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133675,2017-08-08 08:44:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133702,2017-08-18 13:08:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133729,2017-08-20 13:07:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133756,2017-08-27 16:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133783,2017-09-01 20:49:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133810,2017-09-03 14:57:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133837,2017-09-10 23:49:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133864,2017-09-14 10:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133891,2017-10-01 10:11:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133918,2017-10-07 20:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133945,2017-10-12 10:34:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133972,2017-10-25 13:08:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7133999,2017-10-26 14:02:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134026,2017-11-02 09:36:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134053,2017-11-07 09:40:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134080,2017-11-20 09:37:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134107,2017-11-20 13:49:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134134,2017-11-21 23:56:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134161,2017-11-22 14:58:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134188,2017-11-22 19:03:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134215,2017-11-23 12:14:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134242,2017-11-23 12:36:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134269,2017-11-24 12:32:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134296,2017-11-24 12:52:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134323,2017-11-27 12:57:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134350,2017-12-08 11:12:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134377,2017-12-15 13:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7134404,2017-12-29 13:36:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632225,41.850857,2300,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7144664,2018-03-04 21:02:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7146284,2018-05-07 12:44:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148120,2017-08-12 18:32:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148147,2017-08-12 18:32:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148174,2017-08-12 18:33:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148201,2017-08-12 18:34:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148228,2017-08-12 18:34:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148255,2017-08-12 18:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148282,2017-08-12 18:36:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148309,2017-08-12 18:37:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148336,2017-08-12 18:38:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148363,2017-08-12 18:39:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148390,2017-08-12 18:39:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148417,2017-08-12 18:40:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148444,2017-08-12 18:40:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148471,2017-08-12 18:46:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148498,2017-08-16 07:37:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148525,2017-08-30 08:19:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148552,2017-08-30 08:23:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148579,2017-09-10 23:42:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148606,2017-09-20 07:39:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148633,2017-09-20 14:02:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148660,2017-09-21 09:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632065,41.839565,3000,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148714,2017-11-16 23:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7148741,2017-12-02 23:19:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632126,41.84217,2800,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7152737,2018-01-09 19:37:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632,41.85292,2200,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7153331,2018-02-20 13:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632,41.85292,2200,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7153466,2018-02-24 14:33:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632,41.85292,2200,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7153682,2018-03-29 19:50:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632,41.85292,2200,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7154033,2018-04-10 13:09:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7154060,2018-04-16 10:41:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7154087,2018-04-16 12:11:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7154195,2018-04-24 13:23:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155248,2017-07-14 13:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155275,2017-07-19 12:22:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155302,2017-07-24 12:54:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155329,2017-07-26 14:32:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155356,2017-07-30 11:33:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155383,2017-07-31 14:10:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155410,2017-08-09 10:07:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155437,2017-08-17 14:42:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155464,2017-08-20 15:04:00,PARKING/STANDING PROHIBITED ANYTIME,-87.632,41.85292,2200,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155491,2017-08-24 14:21:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155518,2017-09-03 08:53:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155545,2017-09-21 20:34:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155572,2017-09-23 15:11:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155599,2017-09-27 10:16:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155626,2017-10-26 12:42:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155653,2017-11-20 13:52:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
7155680,2017-12-02 20:22:00,PARKING/STANDING PROHIBITED ANYTIME,-87.63224,41.849037,2400,S,Wentworth Ave,60616,WENTWORTH,2018-08-23 08:32:23,2017-07-08 00:00:00,41.854122,-87.63196,Full,2100.0,3500.0,Athletic,Athletic
